Date;Code;Close;Open;Low;High;Bid;Ask;WeightedAverage;Amount;Volume;NumberOfTrades
04.08.2020;ПочтаРосБ4;;;;;102,5;106,67;;0;0;0
04.08.2020;РЖД Б01P1R;108,5;108,2;106,75;108,5;107,3;108,51;106,96;407;435343,2;10
04.08.2020;РСГ-ФинБ7;101,62;101,51;101,51;101,93;101,62;101,65;101,67;81;82356,6;16
04.08.2020;СистемБ1P6;104,3;104,29;103,71;104,3;103,84;104,3;104,18;181;188573,8;22
04.08.2020;КонцесТ 01;;;;;90;;;0;0;0
04.08.2020;ВСК 01P-01;103,3;101,72;101,72;103,3;101,75;103,19;102,17;14;14304;3
04.08.2020;Газпнф1P1R;105,62;105,03;105,03;105,64;105,59;105,62;105,59;24;25342,1;9
04.08.2020;ГПБ БО-16;100,9;100,9;100,9;100,9;100,8;100,9;100,9;10;10090;1
04.08.2020;КонцесВ 04;;;;;90;;;0;0;0
04.08.2020;ТМК БО-6;102,01;102;102;102,3;102,03;102,28;102,22;284;290318,4;19
04.08.2020;ГТЛК 1P-04;107,35;106,76;106,76;107,35;107,27;107,35;107,33;5586;5995582,3;27
04.08.2020;ПолиплП1Б1;;;;;90;;;0;0;0
04.08.2020;ТранснфБО7;;;;;95;;;0;0;0
04.08.2020;ЛСР БО 1Р2;102,73;102,41;102,41;102,99;102,57;102,73;102,67;2430;1995896,72;152
04.08.2020;Ростел1P2R;111;105,15;105,15;112,68;103,12;111;107,56;13;13982,4;8
04.08.2020;Калаш БП1;104,08;104,18;104,08;104,18;104,08;104,13;104,11;1176;1224376,1;48
04.08.2020;ФПК 1P-01;;;;;100,12;109,79;;0;0;0
04.08.2020;РЖД Б01P2R;111;111,58;111;111,58;110,7;111,17;111,15;31;34456,3;14
04.08.2020;АВТОБФ БП1;100,15;100,15;100,15;100,69;100,15;100,69;100,17;39;39064,8;8
04.08.2020;Тинькофф1R;102,1;102,03;101,87;102,28;101,95;102,1;102,04;900;918381,4;136
04.08.2020;ПИК БО-П02;104,43;104,21;104,2;104,72;104,43;104,6;104,67;2239;1406078,28;147
04.08.2020;ОФЗ 26222;108,6;108,7;108,488;108,888;108,6;108,703;108,642;926;1005679,78;45
04.08.2020;ТрнфБО1P7;101,15;101,5;101,15;101,5;100,92;101,13;101,21;24;24290;3
04.08.2020;О'КЕЙ-Б01Р;102,29;102,01;101,95;102,49;102;102,32;102,05;2505;2556417,7;109
04.08.2020;ТелХолПБО3;100,9;101,14;100,86;101,14;100,88;100,9;100,94;141;142330,8;22
04.08.2020;Роснфт1P4;108;107,65;107,63;108;107,66;108;107,97;5186;5599556;118
04.08.2020;АРАГОН об;;;;;90;;;0;0;0
04.08.2020;ИАВ 5;;;;;90,05;128,99;;0;0;0
04.08.2020;Роснфт1P5;;;;;90,02;;;0;0;0
04.08.2020;РЖД Б01P3R;;;;;101,6;;;0;0;0
04.08.2020;ПропфнБ-П2;;;;;;;;0;0;0
04.08.2020;ПочтаРБ1P2;103;103;102,99;103;102,25;103;103;54;55617,7;6
04.08.2020;СамолетБП1;103,7;103,7;103,7;103,7;102,65;104,8;103,7;20;10370;2
04.08.2020;ИКС5Фин1P2;;;;;99,51;102;;0;0;0
04.08.2020;АльфаБО-20;99,93;100,04;99,93;100,13;99,92;100,39;100,03;17;17005,2;5
04.08.2020;СберБ БО19;102,52;102;101,05;102,8;102,52;102,6;102,51;3016;3091597,4;11
04.08.2020;ПочтаРБ1P3;101;101;101;101;100,33;101;101;2;2020;1
04.08.2020;ЯрОбл 2017;110,67;110,67;110,67;110,67;109,32;110,67;110,67;1;1106,7;1
04.08.2020;ВлгОб35007;105,8;105,86;105,68;105,9;105,8;105,9;105,85;55;58218,7;13
04.08.2020;ТМК БО-7;;;;;100,02;104,94;;0;0;0
04.08.2020;Акрон Б1P2;103,6;103,6;103,6;103,6;103,4;103,6;103,6;19;19684;3
04.08.2020;КТЖФинанс1;104,81;104,88;104,8;105;104,8;105;104,81;1114;1167610,1;19
04.08.2020;СамарОбл13;105,9;105,7;105,7;105,9;105,9;106,49;105,82;9;9524;4
04.08.2020;МежИнБ01P1;;;;;96,06;100;;0;0;0
04.08.2020;Локосерв 1;;;;;;;;0;0;0
04.08.2020;БелгОб2017;;;;;106;107,86;;0;0;0
04.08.2020;ЧТПЗ 1P4;102,5;102,5;102,5;102,5;102,5;102,97;102,5;120;123000;1
04.08.2020;ВЭБ ПБО1Р8;;;;;100,8;107;;0;0;0
04.08.2020;ВЭБ ПБО1Р9;103,2;103,09;103,09;103,6;103,15;103,2;103,18;286;295105,8;47
04.08.2020;РСХБ БО 2P;;;;;102,41;102,99;;0;0;0
04.08.2020;КОМИ 14 об;108,2;108,2;108,2;108,2;107,31;108,2;108,2;1;1082;1
04.08.2020;RUS-27;;;;;;;;0;0;0
04.08.2020;RUS-47;;;;;;;;0;0;0
04.08.2020;ТрансФ1P03;;;;;80;;;0;0;0
04.08.2020;АСКО ао;5,1;5,06;5,04;5,1;5,06;5,08;5,08;28800;146182;38
04.08.2020;СИНХФБО1P1;104,75;104,75;104,75;104,75;104,7;104,76;104,75;218;228355;5
04.08.2020;ДелПорт1P1;105;105,57;105;105,57;105;105,57;105,53;14;14774,1;3
04.08.2020;ТамбовОбл3;107,2;107,2;107,2;107,2;103,51;107,2;107,2;1;1072;1
04.08.2020;РоссетБ1Р1;;;;;103,05;106,55;;0;0;0
04.08.2020;БелугаБП1;104,2;104,4;104,2;104,4;103,32;104,2;104,21;28;21885;4
04.08.2020;ИК МБС БО1;;;;;94,34;130;;0;0;0
04.08.2020;Белуга ао;1309;1327;1300;1327;1305;1309;1309;1068;1397845;289
04.08.2020;Роснфт1P6;;;;;97,5;;;0;0;0
04.08.2020;Роснфт1P7;;;;;98;;;0;0;0
04.08.2020;ПИК БО-П03;106,97;106,77;106,6;107;106,92;106,97;106,89;7055;7541401,5;287
04.08.2020;Газпнф1P2R;;;;;93,83;;;0;0;0
04.08.2020;КраснодКр1;108,09;107,97;107,37;108,09;107,52;108,09;107,93;865;933558,8;15
04.08.2020;BCS 08/20;;;;;70,01;;;0;0;0
04.08.2020;РЖД Б01P4R;109,97;108,4;108,4;109,97;108,8;109,9;109,74;63685;69887843,7;9
04.08.2020;ГТЛК 1P-05;;;;;101,0013;105,3649;103,5887;0;0;0
04.08.2020;МФ МарЭл17;106,3;106,22;106,22;106,89;106,33;106,89;106,39;13;13830,9;6
04.08.2020;ЕвроЭлтех;8,36;8,3;8,3;8,44;8,3;8,36;8,36;33240;277707;107
04.08.2020;САФМАР ао;522,4;521,2;521;523;522,4;522,8;522,4;37540;19610708;97
04.08.2020;BCS PFGR;;;;;95,02;;;0;0;0
04.08.2020;ЛнССМУБ1P2;101,8;101,51;101,47;101,8;101,76;101,8;101,77;745;758202,9;83
04.08.2020;РСГ-ФинБ3;100,05;100,21;100,01;100,3;100,05;100,29;100,22;1561;1564383,5;73
04.08.2020;ГПБ БО-14;100,45;100,49;100,45;100,81;100,46;100,74;100,49;154;154752,5;7
04.08.2020;ЧЗПСН ао;1,58;1,563;1,55;1,58;1,569;1,58;1,569;163100;255980,3;107
04.08.2020;ГТЛК 1P-06;100,25;100,25;100,25;100,25;99,41;100,25;100,25;2;1716,44;2
04.08.2020;ГПБ БО-24;100,61;100,74;100,61;100,74;100,32;100,6;100,67;9;9060;5
04.08.2020;Новсиб2017;;;;;100,69;;;0;0;0
04.08.2020;АльфаБО-21;100,5;100,5;100,5;100,5;100,5;100,69;100,5;350;351750;2
04.08.2020;РСХБ БО 3P;103,5;103,5;103,5;103,5;103,3;103,5;103,5;25;25875;2
04.08.2020;ЛСР БО 1Р3;103,4;103,11;103,11;103,46;103,4;103,45;103,33;392;405036,9;30
04.08.2020;АвАгроБ1P1;;;;;100,01;100,48;;0;0;0
04.08.2020;МегафнБ1P3;105,48;105,21;105,21;105,48;105,21;105,48;105,26;5;5263,2;3
04.08.2020;ОР ао;34,65;34,55;34,2;34,75;34,6;34,65;34,5;190930;6589501,5;787
04.08.2020;Курск35001;105,7;105,01;104,9;105,7;105,01;105,7;104,99;56;44097,39;6
04.08.2020;ВБРР Б1P1;100,64;100,66;100,64;100,66;100,66;100,7;100,66;205;206348,6;2
04.08.2020;ТНСэКубань;145,5;149;141;151;143,5;145,5;145;7600;1101815;180
04.08.2020;iРОСНАНО 6;113,3;114,49;113,3;114,49;113,31;114,25;114,13;31;35379,4;7
04.08.2020;СберАрБиз2;;;;;;;;0;0;0
04.08.2020;iРОСНАНО 7;115,8;115,8;115,8;115,8;115,6;115,8;115,8;4;4632;1
04.08.2020;КрасЯрКр13;106,95;106,95;106,95;106,95;106,9;106,99;106,95;11;11764,5;3
04.08.2020;Роснфт1P8;;;;;94,02;;;0;0;0
04.08.2020;РН БАНК1Р2;100,7;100,7;100,7;100,7;100,46;100,89;100,7;187;188309;1
04.08.2020;ТКХ БП1;102,26;102,26;102,2;102,3;102,25;102,29;102,25;218;222895,1;18
04.08.2020;СберБ БО3R;101,12;101,15;100,94;101,17;101,1;101,12;101,01;37276;37652252,5;265
04.08.2020;Карелия 18;103,91;103,85;103,67;104;103,8;103,91;103,81;2474;2568323,3;57
04.08.2020;ОФЗ 25083;103,515;103,678;103,456;103,678;103,515;103,549;103,498;1852143;1916933419,01;435
04.08.2020;ТрнфБО1P8;109,79;109,79;109,79;109,79;108,43;109,8;109,79;32;35132,8;1
04.08.2020;ФСК ЕЭС Б3;105,45;105,45;105,45;105,45;104,02;105,45;105,45;2;2109;1
04.08.2020;НижгорОб12;105,18;105,18;105,18;105,18;103,81;105,18;105,18;8;4207,2;3
04.08.2020;Газпнф1P3R;105,35;105,37;104,93;105,42;105,1;105,35;105,29;684;720196,5;75
04.08.2020;ГТМ ао;43,45;43,55;43;43,6;43,25;43,45;43,4;17580;763065;126
04.08.2020;СвердлОб4;105,3;105,18;105,18;105,3;105,19;105,6;105,19;782;822607,6;7
04.08.2020;МультиСис;1,556;1,557;1,548;1,6;1,555;1,556;1,569;366700;575212,2;225
04.08.2020;ДрктЛиз1P1;100,37;100,87;100,35;100,87;100,37;100,41;100,45;52;52233,6;13
04.08.2020;ТрансФ1P04;100;99,96;99,87;100;99,96;100;99,95;12625;12619170,4;186
04.08.2020;ГПБ БО-17;103;103;103;103;102,41;103;103;25;25750;1
04.08.2020;СамолетБП2;105,29;105,53;105;105,53;105;105,3;105,29;38;40009,7;3
04.08.2020;СэтлГрБ1P1;103;103,39;102,4;103,39;102,98;103;102,73;1819;1868641,7;51
04.08.2020;ТКК кл. А2;;;;;80;;;0;0;0
04.08.2020;НАО 2017;103,14;104,49;103,13;104,49;103,13;103,32;103,61;65;47141,29;27
04.08.2020;КрасЯрКр14;106,4;106,45;105,57;106,45;106;106,4;106;408;434283,1;5
04.08.2020;МТС 001P-3;104,93;104,96;104,93;104,96;104,92;104,96;104,96;30;31486,8;8
04.08.2020;ТрансФ1P05;;;;;90;;;0;0;0
04.08.2020;Ростел1P3R;104,7;105,43;104,23;105,43;104,23;;104,56;39;40777;10
04.08.2020;СаратОбл17;106,08;105,96;105,8;106,4;105,91;106,08;105,91;1454;1539988,2;26
04.08.2020;АльфаБО-22;;;;;100,72;101,15;;0;0;0
04.08.2020;ОрлОбл2017;103,04;103,38;103,04;103,38;103,05;103,22;103,11;271;279441,6;23
04.08.2020;АвАгроБ1P2;;;;;100;100,78;100,48;0;0;0
04.08.2020;Росбанк2P3;;;;;90,05;;;0;0;0
04.08.2020;КонцесТ 02;;;;;90;;;0;0;0
04.08.2020;Новсиб 9об;;;;;100,01;;;0;0;0
04.08.2020;ТойотаБ1P1;100,9;100,92;100,86;101,28;100,9;101,28;101,1;61;61669,5;7
04.08.2020;BCS MICEX;;;;;;;;0;0;0
04.08.2020;ГПБ БО-15;101,2;101,19;101,19;101,2;101,15;101,2;101,19;326;329889,7;3
04.08.2020;КонцесВ 05;;;;;90;;;0;0;0
04.08.2020;ЛевенгукБ1;102,9;103,2;102,9;103,2;102,71;103,49;103,05;55;56678;5
04.08.2020;ННовгор 17;103,75;103,68;103,5;103,75;103,41;103,74;103,57;47;48679,8;14
04.08.2020;ТамбовОб17;106,85;106,85;106,85;106,85;106,36;106,85;106,85;1;1068,5;1
04.08.2020;РСХБ БО 4P;101,49;101,03;100,75;101,5;101,08;101,49;101,13;336;339788,7;11
04.08.2020;СПбГО35001;107,4;107,3;107,3;107,4;107,4;107,74;107,3;754;809052,6;13
04.08.2020;ФСК ЕЭС Б4;106,59;106,69;106,59;106,69;104,01;106,67;106,63;14;14928,3;4
04.08.2020;Роснфт2P1;;;;;94,02;;;0;0;0
04.08.2020;Роснфт2P2;;;;;95;;;0;0;0
04.08.2020;Ульян.об17;105,9;106,01;105,79;106,01;105,73;105,89;105,88;1247;1320324;14
04.08.2020;Совком БО5;101;100,99;100,99;101;100,99;101;100,99;126;127253,4;51
04.08.2020;МаниМенБ1;100,78;100,55;100,55;100,78;100,65;100,78;100,67;131;131877;16
04.08.2020;СПбГО35002;;;;;106,31;107,85;;0;0;0
04.08.2020;Оренб35004;119;117,19;115,94;150,8;117,1;119;127,14;40;50855,9;15
04.08.2020;КалинОбл17;106,55;106,93;106,52;106,93;106,52;106,8;106,83;30;32048,4;13
04.08.2020;ХМАО 11;106;106;106;106;100,01;106;106;3;3180;1
04.08.2020;КЧР 2017;107,78;107,65;107,5;107,88;107,52;107,78;107,64;319;343356,2;58
04.08.2020;МгдОбл2017;103;103;102,56;103;102,61;103,1;102,99;40;41194,7;7
04.08.2020;ФПКГарИнP3;100,8;99,9;99,9;100,8;100,79;130;99,96;421;420837,3;4
04.08.2020;РСГ-ФинБ4;100,35;100,8;100,3;100,89;100,35;100,5;100,48;1189;1194711,8;34
04.08.2020;Газпнф1P4R;107,55;107,55;107,55;107,55;106,8;107,54;107,55;1;1075,5;1
04.08.2020;ФПК 1P-02;;;;;99,91;106,84;;0;0;0
04.08.2020;Роснфт2P3;;;;;100,06;;;0;0;0
04.08.2020;ВЭБПБО1Р11;;;;;101;;;0;0;0
04.08.2020;ВЦЗ 1P1R;105,5;105,59;105,5;105,59;105,55;105,93;105,52;660;696452,2;12
04.08.2020;Газпнф1P5R;110;110;110;110;112,2;;110;3;3300;1
04.08.2020;ГПБ БО-25;101,01;101,01;101,01;101,01;101,02;101,53;101,01;8;8080,8;2
04.08.2020;ДФФ 1Р-01;100,05;100,39;100,04;100,44;100,04;100,05;100,05;17252;17261208,7;258
04.08.2020;BCS PFGRA;;;;;;;;0;0;0
04.08.2020;ПИФНевХаус;;;;;;;;0;0;0
04.08.2020;ЯНАО2017-2;;;;;110;;;0;0;0
04.08.2020;ЦППК П1Б1;;;;;85,02;;;0;0;0
04.08.2020;ИНГР Б1P1;100,49;100,49;100,49;100,49;99,61;100,49;100,49;2;2009,8;1
04.08.2020;iСЛТ 1Р1;101,4;101,7;101,16;101,71;101,4;101,47;101,46;150;76094,8;20
04.08.2020;ИНГР БО-01;100,2;100,2;100,2;100,2;100;100,2;100,2;1;1002;1
04.08.2020;СамолетБП3;;;;;90,01;;;0;0;0
04.08.2020;ТомскОб 62;;;;;104,4;105,18;;0;0;0
04.08.2020;МосОбл2017;103,39;103,98;102,76;103,98;103,07;103,39;103,28;103;79780,07;13
04.08.2020;ВертолетБ4;;;;;102,01;;;0;0;0
04.08.2020;ВертолетБ3;;;;;94,22;;;0;0;0
04.08.2020;ИНГРАД ао;762;752;741;762;757;762;752;2515;1891430;186
04.08.2020;BCS Ladder;;;;;;;;0;0;0
04.08.2020;ВТБ 2ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 2ИПБ;;;;;90;;;0;0;0
04.08.2020;ВТБ 3ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 3ИПБ;;;;;90;;;0;0;0
04.08.2020;ВТБ 4ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 4ИПБ;;;;;90;;;0;0;0
04.08.2020;ВТБ 5ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 5ИПБ;;;;;90;;;0;0;0
04.08.2020;ВТБ 6ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 6ИПБ;;;;;90;;;0;0;0
04.08.2020;ВТБ 7ИПА;;;;;90;;;0;0;0
04.08.2020;ВТБ 7ИПБ;;;;;90;;;0;0;0
04.08.2020;ГТЛК 1P-07;96,54;95,85;95,76;96,54;96,19;96,48;96,06;3330;3198855,5;62
04.08.2020;ТрансКонБ1;;;;;100,65;104,75;;0;0;0
04.08.2020;FIVE-гдр;2820;2805;2770;2822,5;2815,5;2820;2801,5;106676;298865594,5;4741
04.08.2020;ВБРР Б1P2;102,4;101,49;101,49;102,5;102,1;102,2;102,31;721;737654,2;5
04.08.2020;СистемБ1P7;102,01;101,94;101,94;102,08;101,95;102,01;102,02;14817;15115565;77
04.08.2020;БСК 1P1;103,56;103,76;103,55;103,85;103,56;103,85;103,71;586;607722,7;31
04.08.2020;ГТЛК 1P-08;96,46;96,72;95,93;96,72;96,4;96,47;96,03;2002;1922591,8;42
04.08.2020;РЖД 36 обл;;;;;90,16;;;0;0;0
04.08.2020;ЕАБР11;;;;;101,5;102,6;;0;0;0
04.08.2020;ГПБ БО-18;;;;;102,23;102,99;;0;0;0
04.08.2020;ГПБ БО-19;103,16;102,5;102,3;103,17;102,28;103,16;102,51;4456;4567876,2;12
04.08.2020;ФКОНС П02;;;;;;;;0;0;0
04.08.2020;ЖКИнвБО01;102,44;102,78;102;102,78;102,44;102,48;102,4;222;227331,5;49
04.08.2020;Роснфт2P4;104,72;105,43;104,5;105,43;104,51;104,72;104,65;8214;8595757,8;14
04.08.2020;Мегафон1P4;101,28;101,28;101,28;101,28;100,9;101,28;101,28;30;30384;4
04.08.2020;НПК ПБО-01;;;;;91,31;102,99;;0;0;0
04.08.2020;РЖД 1Р-05R;105,56;107,72;105,53;107,72;105,53;105,7;105,56;82019;86579485,3;15
04.08.2020;АЛЬФА БО40;101,2;101,2;101,2;101,2;100,8;101,45;101,2;6;6072;2
04.08.2020;ЛидерИнБП2;101,99;102,34;101,81;102,34;101,84;102;102,22;48;49064;13
04.08.2020;ДерПлат1P1;100;100;100;100;99,9;100;100;6;6000;2
04.08.2020;ТрнфБО1P9;102,6;103,05;102,42;103,06;102,6;103,01;102,94;32;32942,2;22
04.08.2020;ГазпромКБ1;;;;;104,01;106;;0;0;0
04.08.2020;ГазпромКБ3;104,9;104,01;104,01;104,9;104,02;106,69;104,9;1331;1396210,1;2
04.08.2020;ГазпромКБ2;;;;;104,01;105,9;;0;0;0
04.08.2020;ГазпромКБ4;;;;;104,05;112,89;;0;0;0
04.08.2020;ОФЗ 26223;105,94;105,98;105,62;106;105,85;105,94;105,844;7384;7813245,3;295
04.08.2020;ОФЗ 26225;111,482;112,288;111,45;112,288;111,482;111,595;111,611;9523;10627101,06;128
04.08.2020;СберБ БО4R;101,91;101,81;101,63;101,99;101,91;101,99;101,86;11463;11675696,2;83
04.08.2020;Роснфт2P5;105,39;105,1;104,9;105,39;104,8;105,39;105,07;31563;33164614,9;21
04.08.2020;ДОК-15 БО1;;;;;92;;;0;0;0
04.08.2020;АЛЬФА БО39;;;;;100,14;102,14;;0;0;0
04.08.2020;Система1P8;108,9;108,96;108,9;109,19;108,9;109,19;109,09;42;45816,2;10
04.08.2020;МТС 1P-05;102,05;102,4;101,69;102,4;102,05;102,1;102,07;29;29599,6;12
04.08.2020;ФПК 1P-03;104,1;103,8;103,8;104,4;104,05;104,44;104,09;115;119698;5
04.08.2020;ОФЗ 26224;108,322;108,502;108,3;108,877;108,319;108,539;108,438;136424;147932460,04;57
04.08.2020;МТС 1P-06;105,95;107,98;105,93;108,97;105,86;105,99;107,55;105;112928,2;15
04.08.2020;Совком 2В3;;;;;;;;0;0;0
04.08.2020;Совком 1В2;;;;;;;;0;0;0
04.08.2020;РСХБ БО-5Р;103,08;102,94;102,82;103,11;103;103,08;102,98;14115;14536128,3;75
04.08.2020;Газпнф1P6R;105,24;105,24;105,24;105,24;105,02;105,24;105,24;2;2104,8;2
04.08.2020;Ростел1P4R;104,5;104,5;104,5;104,5;104,25;104,9;104,5;1346;1406570;1
04.08.2020;RUS-29;;;;;;;;0;0;0
04.08.2020;ИКС5Фин1P3;85;85;82;85;84,15;85;84,74;39;33050;7
04.08.2020;ДОМ.РФ14об;;;;;105,75;106,75;;0;0;0
04.08.2020;ДОМ.РФ15об;;;;;114,25;115,25;;0;0;0
04.08.2020;ДОМ.РФ16об;104;104;104;104;101,01;103,99;104;2;520;1
04.08.2020;ДОМ.РФ17об;106,99;106,99;106,99;106,99;104,04;107;106,99;1;374,47;1
04.08.2020;ДОМ.РФ20об;104;103;103;104;103;106,99;103,17;6;2476;2
04.08.2020;ДОМ.РФ18об;;;;;94,8;99,8;;0;0;0
04.08.2020;ДОМ.РФ24об;;;;;95;;;0;0;0
04.08.2020;ДОМ.РФ25об;;;;;96,02;;;0;0;0
04.08.2020;ДОМ.РФ26об;;;;;90;;;0;0;0
04.08.2020;ДОМ.РФ Б-5;97,85;100,85;97,85;100,85;96,61;100,85;98,59;15;14789;5
04.08.2020;ДОМ.РФ Б-7;;;;;98;104;;0;0;0
04.08.2020;ДОМ.РФ Б-8;97,01;97,01;97,01;97,01;97,51;103,79;97,01;1;970,1;1
04.08.2020;ДОМ.РФ Б10;;;;;97,2;;;0;0;0
04.08.2020;ДОМ.РФ1P1R;;;;;97;100,5;;0;0;0
04.08.2020;ДОМ.РФ1P2R;;;;;98,01;;;0;0;0
04.08.2020;ДОМ.РФ30об;;;;;98;101,25;;0;0;0
04.08.2020;ДОМ.РФ31об;;;;;90,02;;;0;0;0
04.08.2020;ДОМ.РФ Б-9;100,3;100,3;100,2;100,3;100,15;100,3;100,3;139;139412;4
04.08.2020;ДОМ.РФ Б-6;;;;;98;107,26;;0;0;0
04.08.2020;ДрктЛиз1P2;99,97;99,96;99,8;99,97;99,85;99,97;99,88;74;73912,9;18
04.08.2020;ЭлемЛиз1P1;101,01;101,58;100,83;101,58;100,99;101,01;101,11;1645;420799,96;79
04.08.2020;ОФЗ 52002;99,766;99,68;99,68;99,891;99,73;99,764;99,772;15485;16982794,54;35
04.08.2020;ОГК-2 1P3R;102,75;100,05;100,05;102,75;101,48;102,75;101,63;29;29473,5;5
04.08.2020;ГТЛК 1P-09;101,1;101,11;101,05;101,2;101,05;101,1;101,11;31723;32073709,3;43
04.08.2020;ПИК БО-П04;;;;;90;;;0;0;0
04.08.2020;ДОМ 1P-3R;;;;;98;;;0;0;0
04.08.2020;МРСКЦенБО6;;;;;92,9;101,25;;0;0;0
04.08.2020;ДелПорт1P2;;;;;;;;0;0;0
04.08.2020;ЦентрИБ1Р4;;;;;96;129,87;;0;0;0
04.08.2020;УпрОтходБ2;;;;;60;;;0;0;0
04.08.2020;ТрнфБО1P10;102;102;102;102;101,93;103,2;102;5;5100;2
04.08.2020;RUSB ETF;2163;2139,5;2139,5;2179,5;2161,5;2163;2168,5;870;1884267;263
04.08.2020;RUSE ETF;1893,5;1889,5;1881;1895;1890;1893,5;1887;893;1684550,5;195
04.08.2020;РЖД 1Р-06R;104,72;104,72;104,72;104,72;103,01;104,72;104,72;7;7330,4;1
04.08.2020;РСХБ 01Т1;107;106,88;106,69;107,1;107;107,12;106,97;4553;4870232,6;37
04.08.2020;РСХБ 09Т1;107,38;106,75;106,71;107,57;107,38;107,57;106,84;722;771402,1;40
04.08.2020;Пионер 1P3;101,2;101;101;101,25;101,11;101,2;101,14;474;479407,1;22
04.08.2020;BCS 4/21;;;;;92,02;97;;0;0;0
04.08.2020;ПИФКонкЭст;;;;;;;;0;0;0
04.08.2020;ПочтаРБ1P4;;;;;104,22;106,5;;0;0;0
04.08.2020;ПочтаРБ1P5;104,8;105,25;104,62;105,25;104,8;105;104,81;46;48214,6;11
04.08.2020;ИАМетинв-2;;;;;90;;;0;0;0
04.08.2020;ДОМ 1P-4R;;;;;102,4;102,95;;0;0;0
04.08.2020;КАМАЗ БО-7;;;;;90,02;;;0;0;0
04.08.2020;КАМАЗ БО-8;;;;;90,02;;;0;0;0
04.08.2020;СберБ БО6R;104,79;104,69;104,3;104,84;104,52;104,83;104,77;2100;2199524,8;55
04.08.2020;ДДёнерБОП1;103,05;103,05;103,05;103,05;102,5;103,25;103,05;1;51525;1
04.08.2020;КАМАЗ БО10;99;95,02;95,02;99;98;100,1;97,01;2;1940,2;2
04.08.2020;КАМАЗ БО-9;100;100,1;100;100,1;99,74;100;100,08;27;27022;3
04.08.2020;КАМАЗ БО11;100;100;100;100;90,83;100;100;5;5000;1
04.08.2020;ПЮДМ БО-П1;103;102,06;102;103;102,32;102,75;102,1;11;561555;8
04.08.2020;ЗСКБ БО-П1;;;;;97,01;135;;0;0;0
04.08.2020;ДОМРФИА 2P;108,05;108,15;108;108,15;108;108,05;108;16333;4945504,14;5
04.08.2020;ДОМРФИА 04;;;;;104,55;105,25;;0;0;0
04.08.2020;ДОМРФИА 03;;;;;104,9;105,5;;0;0;0
04.08.2020;ДОМРФИА 1P;;;;;106,75;107,45;;0;0;0
04.08.2020;ДОМРФИА 01;;;;;90,02;;;0;0;0
04.08.2020;ДОМРФИА 02;;;;;103,55;103,95;;0;0;0
04.08.2020;ГТЛК 1P-10;96,89;96,41;96,41;97,02;96,55;96,82;96,51;2858;2758381,7;11
04.08.2020;СамарОбл14;103,86;103,86;103,86;103,86;101,01;105,69;103,86;12;12463,2;2
04.08.2020;РЖД 1Р-07R;104,9;104,86;104,86;105,05;105;105,35;105,05;3022;3174607,5;7
04.08.2020;УрКаПБО4P;104,1;104,32;103,9;104,4;104,1;104,29;104,06;2296;2389205,5;52
04.08.2020;BCS 07/21;;;;;73,04;79,61;;0;0;0
04.08.2020;ПионЛизБП1;100,03;100,53;99,8;100,53;100,02;100,03;100,03;74;74019,6;13
04.08.2020;ПИК БО-П06;100,4;100,08;100,07;100,5;100,4;100,48;100,1;553;553527,4;21
04.08.2020;ПИК БО-П07;102,24;101,72;101,7;102,45;102,03;102,24;101,87;1766;1798976,4;102
04.08.2020;СберБ Б12R;103,52;103,26;103,15;103,52;103,46;103,51;103,37;3628;3750403,3;90
04.08.2020;ЕвропланБ8;100,44;100,22;100,05;100,97;100,42;100,44;100,24;302;302716,4;51
04.08.2020;КрасЯрКр15;105,24;102,9;102,9;105,24;99,85;105,24;104,48;37;38658;3
04.08.2020;ЗПИФДОМ.РФ;1290;1280;1280;1290;1280;1290;1280;4;5130;2
04.08.2020;ЛЕГЕНДА1P1;101,55;101,69;101,3;101,74;101,54;101,65;101,55;5048;3537250,21;146
04.08.2020;РОССИУМ1P1;;;;;80;;;0;0;0
04.08.2020;ПИФБКСПерс;332;335;331;338;332;338;333;1240;413120;13
04.08.2020;ПИФБКС Имп;288;283,5;279;304;284,5;287;285,5;4330;1236880;29
04.08.2020;Томсккаб01;;;;;101,02;;;0;0;0
04.08.2020;ЧЗПСН-П Б1;104,37;104,48;103,52;104,48;104,01;104,37;104,24;231;240785,7;33
04.08.2020;ЕАБР 1Р-01;100,95;100,95;100,95;100,95;99;100,95;100,95;1;1009,5;1
04.08.2020;СолЛизБО01;99,25;99,24;99,24;99,25;98,63;99,25;99,25;10;9924,6;2
04.08.2020;СберБ Б16R;104,75;104,33;104,33;104,85;104,72;104,75;104,61;1095;1145472,1;54
04.08.2020;ЯрОбл35016;106,45;106,79;106,45;106,79;106,45;106,73;106,57;34;36235;4
04.08.2020;ГазпромБО7;;;;;100;;;0;0;0
04.08.2020;ГазпромБ22;109,59;109,11;109,11;109,67;109,26;109,59;109,41;163;178335,7;7
04.08.2020;ГазпромБ23;109,78;109,33;109,15;109,78;109,11;109,78;109,3;952;1040569,3;13
